agent_id,model_name,job_category,job_difficulty,total_attempts,avg_count_per_run,std_count_per_run,n_runs
agent_2,nemotron-3-nano:4b,history,easy,5,1.6666666666666667,0.5773502691896258,3
agent_2,nemotron-3-nano:4b,history,hard,2,1.0,0.0,2
agent_2,nemotron-3-nano:4b,history,medium,5,1.6666666666666667,1.1547005383792517,3
agent_2,nemotron-3-nano:4b,law,easy,5,1.6666666666666667,1.1547005383792517,3
agent_2,nemotron-3-nano:4b,law,hard,4,1.3333333333333333,0.5773502691896257,3
agent_2,nemotron-3-nano:4b,law,medium,7,1.4,0.8944271909999159,5
agent_2,nemotron-3-nano:4b,math,easy,9,3.0,1.7320508075688772,3
agent_2,nemotron-3-nano:4b,math,hard,1,1.0,,1
agent_2,nemotron-3-nano:4b,math,medium,3,1.5,0.7071067811865476,2
agent_2,nemotron-3-nano:4b,philosophy,easy,1,1.0,,1
agent_2,nemotron-3-nano:4b,philosophy,hard,3,1.5,0.7071067811865476,2
agent_2,nemotron-3-nano:4b,philosophy,medium,7,2.3333333333333335,2.3094010767585034,3
agent_2,nemotron-3-nano:4b,physics,easy,2,1.0,0.0,2
agent_2,nemotron-3-nano:4b,physics,hard,2,1.0,0.0,2
agent_2,nemotron-3-nano:4b,physics,medium,4,1.0,0.0,4
agent_2,nemotron-3-nano:4b,psychology,easy,3,1.5,0.7071067811865476,2
agent_2,nemotron-3-nano:4b,psychology,hard,4,1.0,0.0,4
agent_2,nemotron-3-nano:4b,psychology,medium,7,1.75,0.9574271077563381,4
agent_3,qwen3.5:4b,biology,easy,5,1.6666666666666667,1.1547005383792517,3
agent_3,qwen3.5:4b,biology,hard,1,1.0,,1
agent_3,qwen3.5:4b,biology,medium,2,1.0,0.0,2
agent_3,qwen3.5:4b,business,easy,3,1.5,0.7071067811865476,2
agent_3,qwen3.5:4b,business,hard,5,1.25,0.5,4
agent_3,qwen3.5:4b,business,medium,5,1.6666666666666667,0.5773502691896257,3
agent_3,qwen3.5:4b,chemistry,easy,10,3.3333333333333335,2.516611478423583,3
agent_3,qwen3.5:4b,chemistry,hard,14,3.5,1.2909944487358056,4
agent_3,qwen3.5:4b,chemistry,medium,11,3.6666666666666665,0.5773502691896258,3
agent_3,qwen3.5:4b,computer science,easy,2,2.0,,1
agent_3,qwen3.5:4b,computer science,hard,2,1.0,0.0,2
agent_3,qwen3.5:4b,computer science,medium,3,1.5,0.7071067811865476,2
agent_3,qwen3.5:4b,economics,easy,2,1.0,0.0,2
agent_3,qwen3.5:4b,economics,hard,2,1.0,0.0,2
agent_3,qwen3.5:4b,economics,medium,7,1.75,0.9574271077563382,4
agent_3,qwen3.5:4b,engineering,easy,1,1.0,,1
agent_3,qwen3.5:4b,engineering,hard,1,1.0,,1
agent_3,qwen3.5:4b,engineering,medium,5,1.6666666666666667,0.5773502691896257,3
agent_3,qwen3.5:4b,health,easy,2,2.0,,1
agent_3,qwen3.5:4b,health,medium,4,1.3333333333333333,0.5773502691896257,3
agent_3,qwen3.5:4b,history,hard,3,1.5,0.7071067811865476,2
agent_3,qwen3.5:4b,history,medium,3,1.5,0.7071067811865476,2
agent_3,qwen3.5:4b,law,easy,5,1.6666666666666667,0.5773502691896257,3
agent_3,qwen3.5:4b,law,hard,6,1.5,1.0,4
agent_3,qwen3.5:4b,law,medium,4,4.0,,1
agent_3,qwen3.5:4b,math,easy,2,1.0,0.0,2
agent_3,qwen3.5:4b,math,hard,5,1.6666666666666667,1.1547005383792517,3
agent_3,qwen3.5:4b,math,medium,7,3.5,0.7071067811865476,2
agent_3,qwen3.5:4b,philosophy,easy,4,2.0,1.4142135623730951,2
agent_3,qwen3.5:4b,philosophy,hard,3,1.0,0.0,3
agent_3,qwen3.5:4b,philosophy,medium,2,2.0,,1
agent_3,qwen3.5:4b,physics,easy,3,1.0,0.0,3
agent_3,qwen3.5:4b,physics,medium,3,1.0,0.0,3
agent_3,qwen3.5:4b,psychology,easy,5,1.25,0.5,4
agent_3,qwen3.5:4b,psychology,hard,2,1.0,0.0,2
agent_3,qwen3.5:4b,psychology,medium,5,1.6666666666666667,0.5773502691896258,3
agent_4,qwen3:8b,biology,hard,4,1.0,0.0,4
agent_4,qwen3:8b,biology,medium,1,1.0,,1
agent_4,qwen3:8b,business,hard,10,2.5,2.3804761428476167,4
agent_4,qwen3:8b,business,medium,4,2.0,1.4142135623730951,2
agent_4,qwen3:8b,chemistry,easy,4,2.0,0.0,2
agent_4,qwen3:8b,chemistry,hard,8,2.6666666666666665,1.1547005383792515,3
agent_4,qwen3:8b,chemistry,medium,1,1.0,,1
agent_4,qwen3:8b,computer science,easy,3,3.0,,1
agent_4,qwen3:8b,computer science,hard,12,4.0,1.0,3
agent_4,qwen3:8b,computer science,medium,3,1.5,0.7071067811865476,2
agent_4,qwen3:8b,economics,easy,1,1.0,,1
agent_4,qwen3:8b,economics,hard,4,1.0,0.0,4
agent_4,qwen3:8b,economics,medium,2,1.0,0.0,2
agent_4,qwen3:8b,engineering,easy,1,1.0,,1
agent_4,qwen3:8b,engineering,hard,8,2.0,0.816496580927726,4
agent_4,qwen3:8b,engineering,medium,3,1.5,0.7071067811865476,2
agent_4,qwen3:8b,health,hard,3,1.5,0.7071067811865476,2
agent_4,qwen3:8b,history,hard,7,1.75,0.9574271077563381,4
agent_4,qwen3:8b,law,hard,3,1.0,0.0,3
agent_4,qwen3:8b,law,medium,3,1.5,0.7071067811865476,2
agent_4,qwen3:8b,math,hard,16,3.2,1.4832396974191326,5
agent_4,qwen3:8b,math,medium,8,2.0,1.4142135623730951,4
agent_4,qwen3:8b,philosophy,hard,3,1.5,0.7071067811865476,2
agent_4,qwen3:8b,philosophy,medium,2,1.0,0.0,2
agent_4,qwen3:8b,physics,easy,5,5.0,,1
agent_4,qwen3:8b,physics,hard,18,3.6,2.408318915758459,5
agent_4,qwen3:8b,physics,medium,2,1.0,0.0,2
agent_4,qwen3:8b,psychology,hard,8,2.0,0.816496580927726,4
agent_4,qwen3:8b,psychology,medium,3,1.5,0.7071067811865476,2
agent_5,qwen3.5:9b,biology,easy,2,1.0,0.0,2
agent_5,qwen3.5:9b,biology,hard,2,2.0,,1
agent_5,qwen3.5:9b,biology,medium,4,1.3333333333333333,0.5773502691896258,3
agent_5,qwen3.5:9b,business,easy,8,2.6666666666666665,1.1547005383792515,3
agent_5,qwen3.5:9b,business,hard,4,2.0,1.4142135623730951,2
agent_5,qwen3.5:9b,business,medium,3,1.0,0.0,3
agent_5,qwen3.5:9b,chemistry,easy,4,4.0,,1
agent_5,qwen3.5:9b,chemistry,hard,1,1.0,,1
agent_5,qwen3.5:9b,chemistry,medium,5,2.5,0.7071067811865476,2
agent_5,qwen3.5:9b,computer science,easy,4,2.0,1.4142135623730951,2
agent_5,qwen3.5:9b,computer science,hard,4,4.0,,1
agent_5,qwen3.5:9b,computer science,medium,3,1.5,0.7071067811865476,2
agent_5,qwen3.5:9b,economics,easy,5,1.6666666666666667,1.1547005383792517,3
agent_5,qwen3.5:9b,economics,hard,5,1.6666666666666667,0.5773502691896258,3
agent_5,qwen3.5:9b,economics,medium,8,2.0,1.1547005383792515,4
agent_5,qwen3.5:9b,engineering,easy,8,2.0,0.816496580927726,4
agent_5,qwen3.5:9b,engineering,hard,2,1.0,0.0,2
agent_5,qwen3.5:9b,engineering,medium,7,2.3333333333333335,2.3094010767585034,3
agent_5,qwen3.5:9b,health,easy,7,3.5,3.5355339059327378,2
agent_5,qwen3.5:9b,health,hard,3,3.0,,1
agent_5,qwen3.5:9b,health,medium,4,1.3333333333333333,0.5773502691896258,3
agent_5,qwen3.5:9b,history,easy,1,1.0,,1
agent_5,qwen3.5:9b,history,hard,5,2.5,2.1213203435596424,2
agent_5,qwen3.5:9b,history,medium,1,1.0,,1
agent_5,qwen3.5:9b,law,easy,3,1.5,0.7071067811865476,2
agent_5,qwen3.5:9b,law,hard,4,2.0,1.4142135623730951,2
agent_5,qwen3.5:9b,law,medium,4,2.0,0.0,2
agent_5,qwen3.5:9b,math,easy,2,1.0,0.0,2
agent_5,qwen3.5:9b,math,hard,2,1.0,0.0,2
agent_5,qwen3.5:9b,math,medium,1,1.0,,1
agent_5,qwen3.5:9b,philosophy,easy,4,1.0,0.0,4
agent_5,qwen3.5:9b,philosophy,hard,2,1.0,0.0,2
agent_5,qwen3.5:9b,philosophy,medium,3,1.0,0.0,3
agent_5,qwen3.5:9b,physics,easy,2,1.0,0.0,2
agent_5,qwen3.5:9b,physics,medium,5,1.6666666666666667,1.1547005383792517,3
agent_5,qwen3.5:9b,psychology,easy,11,5.5,4.949747468305833,2
agent_5,qwen3.5:9b,psychology,hard,1,1.0,,1
agent_5,qwen3.5:9b,psychology,medium,3,1.0,0.0,3
